evid;origin;longitude;latitude;depth;magnitude;magnitudet;region;author;mode
usp2017lkcg;2017-06-12T01:23:47.886Z;-51.320;-17.658;0.0;2.7;mR;"Montividiu/GO";jroberto;M
usp2017lipi;2017-06-11T05:43:10.916Z;-57.125;-12.419;0.0;2.4;mR;"Nova Maringa/MT";jroberto;M
usp2017ldzg;2017-06-08T17:03:03.0Z;-56.734;-11.607;0.0;2.5;MLv;"Novo Horizonte do Norte/MT";jroberto;M
usp2017lbgv;2017-06-07T05:28:44.539Z;-44.092;-22.951;0.0;1.7;mR;"Mangaratiba/RJ";jroberto;M
usp2017lbgm;2017-06-07T05:18:31.675Z;-44.157;-23.023;0.0;1.5;MLv;"Mangaratiba/RJ";jroberto;M
usp2017lagi;2017-06-06T16:05:55.679Z;-59.175;-27.321;21.0;2.6;MLv;"Northeastern Argentina";massumpcao;M
usp2017kvwd;2017-06-04T06:23:47.776Z;-55.020;0.738;0.0;3.2;mR;"Curua/PA";jroberto;M
usp2017ktpi;2017-06-03T00:41:27.488Z;-55.142;0.607;0.0;2.9;mR;"Oriximina/PA";jroberto;M
usp2017kqkr;2017-06-01T06:55:14.66Z;-52.943;4.979;0.0;4.2;mb;"French Guiana";massumpcao;M
usp2017kmmh;2017-05-30T03:12:11.867Z;-47.403;-23.604;0.0;1.8;mR;"Votorantim/SP";jroberto;M
usp2017klyk;2017-05-29T20:11:16.892Z;-56.955;-10.045;0.0;2.3;mR;"Nova Monte Verde/MT";jroberto;M
usp2017kjyt;2017-05-28T18:05:28.357Z;-72.580;-9.399;0.0;3.2;mb;"Peru-Brazil Border Region";jroberto;M
usp2017kghf;2017-05-26T17:49:21.92Z;-73.061;-10.191;105.0;4.0;mb;"Central Peru";cleusa;M
usp2017jzfo;2017-05-22T21:02:24.687Z;-59.332;-15.600;0.0;3.2;mR;"Pontes e Lacerda/MT";jroberto;M
usp2017jrpl;2017-05-18T16:55:56.544Z;-48.104;-12.333;0.0;2.8;mR;"Parana/TO";jroberto;M
usp2017jfco;2017-05-11T20:48:07.286Z;-50.687;-21.264;0.0;2.5;mR;"Guararapes/SP";jroberto;M
usp2017jdqj;2017-05-11T01:29:33.81Z;-47.434;-23.593;0.0;2.2;mR;"Votorantim/SP";jroberto;M
usp2017iylg;2017-05-08T05:14:11.273Z;-42.340;-20.577;0.0;2.7;mR;"Pedra Bonita/MG";jroberto;M
usp2017iwdx;2017-05-06T23:14:57.476Z;-58.079;-10.960;0.0;2.7;mR;"Castanheira/MT";jroberto;M
usp2017ivbj;2017-05-06T08:49:41.700Z;-51.875;-10.549;0.0;2.5;mR;"Confresa/MT";jroberto;M
usp2017iqxu;2017-05-04T02:29:04.371Z;-73.927;-8.749;186.5;5.4;mb;"Peru-Brazil Border Region";jroberto;M
usp2017ifar;2017-04-27T14:18:54.852Z;-57.589;-11.483;0.0;2.8;mR;"Porto dos Gauchos/MT";jroberto;M
usp2017hqgi;2017-04-19T12:07:16.217Z;-44.506;-22.641;0.0;2.3;mR;"Arapei/SP";jroberto;M
usp2017hpxl;2017-04-19T07:38:22.29Z;-60.301;-0.651;0.0;3.3;mR;"Presidente Figueiredo/AM";jroberto;M
usp2017hptg;2017-04-19T05:31:08.848Z;-43.605;-23.334;0.0;2.1;mR;"Itaguai";jroberto;M
usp2017hhpd;2017-04-14T18:20:33.391Z;-50.609;-5.780;0.0;3.3;mR;"Parauapebas/PA";jroberto;M
usp2017hhkn;2017-04-14T16:01:02.86Z;-52.065;-15.996;0.0;2.8;mR;"Aragarcas/GO";jroberto;M
usp2017gzat;2017-04-10T01:59:51.497Z;-40.085;-3.193;0.0;3.1;mR;"Morrinhos/CE";jroberto;M
usp2017grob;2017-04-05T23:37:28.574Z;-44.486;-10.068;0.0;2.4;mR;"Parnagua/PI";jroberto;M
usp2017grbq;2017-04-05T17:20:59.270Z;-45.107;-10.592;0.0;3.0;mR;"Parnagua/PI";jroberto;M
usp2017ginc;2017-04-01T00:55:18.94Z;-56.074;-15.404;0.0;2.3;mR;"Cuiaba/MT";jroberto;M
usp2017gdih;2017-03-29T04:48:04.70Z;-46.534;-21.926;0.0;2.2;mR;"Pocos de Caldas/MG";jroberto;M
usp2017gagp;2017-03-27T12:33:15.0Z;-51.815;-15.710;0.0;1.0;MLv;"Araguaiana/MT";jroberto;M
usp2017fzvr;2017-03-27T07:01:41.462Z;-56.334;-19.492;0.0;2.7;mR;"Miranda/MS";jroberto;M
usp2017fyhe;2017-03-26T10:33:57.553Z;-73.577;-7.397;163.0;4.0;mb;"Peru-Brazil Border Region";jroberto@vitoria;M
usp2017fxzv;2017-03-26T06:51:07.187Z;-37.466;-9.947;0.0;2.4;mR;"Monte Alegre de Sergipe/SE";jroberto@vitoria;M
usp2017fxip;2017-03-25T22:08:54.295Z;-55.478;-7.114;0.0;2.8;mR;"Novo Progresso/PA";jroberto;M
usp2017fung;2017-03-24T09:06:01.983Z;-49.529;-2.591;0.0;3.5;mR;"Estrela do Norte/GO";jroberto;M
usp2017func;2017-03-24T09:05:18.79Z;-49.785;-2.616;0.0;3.1;mR;"Baiao/PA";jroberto;M
usp2017fdtu;2017-03-15T05:05:39.318Z;-41.828;-21.428;0.0;2.9;mR;"Sao Jose de Uba/RJ";jroberto;M
usp2017eyiy;2017-03-12T05:55:37.672Z;-53.146;-8.499;0.0;2.8;mR;"Rio Peti/PA";jroberto;M
usp2017eycc;2017-03-12T02:27:39.184Z;-49.057;-13.769;0.0;2.8;mR;"Estrela do Norte/GO";jroberto;M
usp2017espk;2017-03-09T02:22:56.463Z;-48.581;-21.288;0.0;0.7;MLv;"Jurupema/SP";jroberto;M
usp2017esor;2017-03-09T02:01:59.136Z;-48.529;-21.301;0.0;1.2;MLv;"Jurupema/SP";jroberto;M
usp2017erdx;2017-03-08T07:26:04.211Z;-53.127;5.642;10.0;4.1;mb;"French Guiana";jroberto;M
usp2017eqcs;2017-03-07T17:41:09.852Z;-52.934;-28.414;0.0;2.6;mR;"Nao-Me-Toque/RS";jroberto;M
usp2017eocf;2017-03-06T15:09:47.206Z;-57.622;-11.597;0.0;2.4;mR;"Porto dos Gauchos/MT";jroberto;M
usp2017encf;2017-03-06T02:01:50.1Z;-74.047;-8.667;139.1;4.2;mb;"Peru-Brazil Border Region";jroberto;M
usp2017emit;2017-03-05T16:12:09.0Z;-48.570;-21.370;0.0;1.3;MLv;"Taquaritinga/SP";massumpcao;M
usp2017elub;2017-03-05T08:46:11.183Z;-40.230;-3.503;0.0;2.6;mR;"Santana do Acarau/CE";jroberto;M
usp2017elez;2017-03-05T01:09:46.240Z;-47.447;-19.857;0.0;2.9;mR;"Sacramento/MG";jroberto;M
usp2017eivr;2017-03-03T18:15:01.220Z;-53.294;-8.599;0.0;3.9;mR;"Rio Peti/PA";jroberto;M
usp2017efnt;2017-03-01T22:46:33.861Z;-50.180;0.607;0.0;3.8;mR;"Itaubal/AP";jroberto;M
usp2017eell;2017-03-01T08:28:11.333Z;-39.707;-13.351;0.0;2.2;mR;"Ubaira/BA";jroberto;M
usp2017ecru;2017-02-28T09:23:48.293Z;-57.603;-11.770;0.0;2.2;mR;"Porto dos Gauchos/MT";jroberto;M
usp2017eciy;2017-02-28T04:56:27.783Z;-74.129;-8.418;155.9;4.8;mb;"Peru-Brazil Border Region";jroberto@vitoria;M
usp2017ears;2017-02-27T07:05:40.689Z;-56.882;-26.950;15.0;3.4;mR;"Paraguay";massumpcao;M
usp2017duvv;2017-02-24T02:21:29.46Z;-62.708;-3.620;0.0;3.1;mR;"Western Brazil";jroberto;M
usp2017dnha;2017-02-19T22:55:00.703Z;-40.799;-21.812;0.0;2.2;mR;"Sao Joao da Barra/RJ";jroberto;M
usp2017dkfa;2017-02-18T06:29:47.565Z;-40.183;-22.307;0.0;4.1;mb;"Sao Joao da Barra/RJ";jroberto;M
usp2017djev;2017-02-17T17:15:42.259Z;-40.103;-22.424;0.0;3.5;mR;"Sao Joao da Barra/RJ";jroberto;M
usp2017dahk;2017-02-12T20:21:09.204Z;-53.286;-8.548;0.0;3.9;mR;"Rio Peti/PA";jroberto;M
usp2017czqa;2017-02-12T11:33:54.767Z;-53.229;-8.466;0.0;2.9;mR;"Rio Peti/PA";jroberto;M
usp2017cyob;2017-02-11T21:26:01.84Z;-50.543;-5.669;0.0;3.4;mR;"Parauapebas/PA";jroberto;M
usp2017ciqs;2017-02-03T04:35:41.430Z;-45.537;-20.622;0.0;2.5;mR;"“Formiga/MG”";jroberto;M
usp2017cayk;2017-01-29T23:24:02.722Z;-59.687;-29.661;0.0;4.1;M;"Northeastern Argentina";massumpcao;M
usp2017axhs;2017-01-13T18:01:09.940Z;-46.566;-21.932;0.0;2.2;mR;"Pocos de Caldas/MG";jroberto;M
usp2017avpj;2017-01-12T19:37:21.740Z;-46.547;-21.960;0.0;2.3;mR;"Pocos de Caldas/MG";jroberto;M
usp2017avpb;2017-01-12T19:28:12.799Z;-46.534;-21.938;0.0;2.2;mR;"Pocos de Caldas/MG";jroberto;M
usp2017avor;2017-01-12T19:15:47.278Z;-46.538;-21.793;0.0;3.2;mR;"Pocos de Caldas/MG";jroberto@vitoria;M
usp2017aldx;2017-01-07T02:27:41.20Z;-43.927;-3.230;0.0;2.8;mR;"Cachoeira Grande/MA";jroberto@vitoria;M
usp2017airz;2017-01-05T18:10:21.712Z;-56.411;-15.691;0.0;3.1;mR;"Nossa Senhora do Livramento/MT";jroberto;M
usp2017aggp;2017-01-04T10:08:42.832Z;-43.930;-3.181;0.0;3.0;mR;"Cachoeira Grande/MA";jroberto@vitoria;M
usp2017agfa;2017-01-04T09:21:04.792Z;-43.926;-3.203;0.0;3.1;mR;"Cachoeira Grande/MA";jroberto@vitoria;M
usp2017afnn;2017-01-04T00:30:20.698Z;-43.931;-3.228;0.0;3.0;mR;"Cachoeira Grande/MA";jroberto@vitoria;M
usp2017afbv;2017-01-03T18:35:55.0Z;-43.930;-3.340;0.0;1.5;MLv;"Cachoeira Grande/MA";jroberto;M
usp2017aexj;2017-01-03T16:21:22.0Z;-43.930;-3.340;0.0;2.1;MLv;"Cachoeira Grande/MA";jroberto@vitoria;M
usp2017aetj;2017-01-03T14:19:10.0Z;-43.926;-3.333;0.0;2.0;MLv;"Cachoeira Grande/MA";jroberto@vitoria;M
usp2017aesz;2017-01-03T14:08:20.0Z;-43.932;-3.344;0.0;2.6;mR;"Cachoeira Grande/MA";jroberto@vitoria;M
usp2017aerm;2017-01-03T13:23:04.0Z;-43.930;-3.340;0.0;2.0;MLv;"Cachoeira Grande/MA";jroberto;M
usp2017aerg;2017-01-03T13:15:12.0Z;-43.930;-3.340;0.0;2.4;MLv;"Cachoeira Grande/MA";jroberto;M
usp2017aeqw;2017-01-03T13:04:14.58Z;-43.949;-3.303;0.0;2.4;MLv;"Cachoeira Grande/MA";jroberto@vitoria;M
usp2017aequ;2017-01-03T13:02:07.0Z;-43.930;-3.340;0.0;1.6;MLv;"Cachoeira Grande/MA";jroberto;M
usp2017aeql;2017-01-03T12:50:48.0Z;-43.930;-3.340;0.0;3.0;MLv;"Cachoeira Grande/MA";mbianchi;M
usp2017aeqf;2017-01-03T12:43:42.589Z;-43.936;-3.331;0.0;4.6;mR;"Presidente Vargas/MA";jroberto@vitoria;M
usp2016zncu;2016-12-28T22:34:20.235Z;-44.719;-24.104;0.0;2.1;mR;"Ilhabela/SP";jroberto@vitoria;M
usp2016zkbe;2016-12-27T06:21:17.416Z;-45.892;-25.511;0.0;2.1;mR;"Plataforma Continental/PR";jroberto@vitoria;M
usp2016zgzh;2016-12-25T13:59:34.349Z;-50.116;-6.434;0.0;3.8;mR;"Canaa dos Carajas/PA";jroberto@vitoria;M
usp2016zakn;2016-12-21T23:42:34.948Z;-70.215;-10.786;152.7;4.0;mb;"Peru-Brazil Border Region";jroberto;M
usp2016yylt;2016-12-20T22:03:21.94Z;-62.309;-5.403;0.0;4.0;mR;"Tapaua/AM";jroberto;M
usp2016yudu;2016-12-18T13:30:11.603Z;-71.056;-10.093;640.0;6.2;mb;"Peru-Brazil Border Region";jroberto@vitoria;M
usp2016yqnj;2016-12-16T13:47:27.921Z;-52.040;-28.041;0.0;2.6;mR;"Tapejara/RS";jroberto;M
usp2016ydzx;2016-12-09T17:20:47.569Z;-73.452;-5.225;10.0;5.0;mb;"Peru-Brazil Border Region";jroberto;M
usp2016xjca;2016-11-28T06:35:53.44Z;-73.951;-8.739;158.2;4.1;mb;"Peru-Brazil Border Region";jroberto@vitoria;M
usp2016wxwx;2016-11-22T03:29:20.159Z;-47.398;-23.603;0.0;2.1;mR;"Votorantim/SP";jroberto;M
usp2016wsjp;2016-11-19T03:05:31.661Z;-56.704;-11.693;0.0;2.6;mR;"Novo Horizonte do Norte/MT";jroberto;M
usp2016wquz;2016-11-18T06:34:21.600Z;-48.129;-24.779;0.0;2.4;mR;"Cajati/SP";jroberto;M
usp2016wqbe;2016-11-17T20:34:14.870Z;-73.243;-8.729;125.0;4.2;mb;"Peru-Brazil Border Region";cleusa;M
usp2016vojq;2016-11-02T17:01:42.793Z;-43.558;-20.223;0.0;2.5;mR;"Ouro Preto/MG";jroberto;M
usp2016vgbl;2016-10-29T03:47:31.302Z;-50.377;-8.240;0.0;3.2;mR;"Redencao/PA";jroberto@vitoria;M
usp2016vebj;2016-10-28T01:29:45.949Z;-73.117;-8.335;132.5;4.0;mb;"Peru-Brazil Border Region";jroberto;M
usp2016uzfh;2016-10-25T09:47:32.974Z;-74.103;-8.555;142.7;4.3;mb;"Peru-Brazil Border Region";jroberto;M
usp2016urjx;2016-10-21T03:02:00.479Z;-47.407;-23.596;0.0;2.2;mR;"Votorantim/SP";jroberto;M
usp2016twra;2016-10-09T18:46:09.861Z;-36.182;-5.514;0.0;1.7;MLv;"Pedra Preta/RN";jroberto;M
usp2016twdt;2016-10-09T12:03:48.387Z;-36.200;-5.538;0.0;2.0;mR;"Pedra Preta/RN";jroberto;M
usp2016tuux;2016-10-08T18:25:43.200Z;-49.116;-25.211;0.0;2.8;mR;"Bocaiuva do Sul/PR";jroberto;M
usp2016ttcl;2016-10-07T19:59:55.0Z;-49.053;-13.688;0.0;4.2;mb;"Santa Tereza de Goias/GO";jroberto@vitoria;M
usp2016trun;2016-10-07T02:51:18.271Z;-56.782;-11.553;0.0;2.1;MLv;"Novo Horizonte do Norte/MT";jroberto;M
usp2016tmvd;2016-10-04T09:30:02.298Z;-56.799;-11.558;0.0;1.9;MLv;"Novo Horizonte do Norte/MT";jroberto;M
usp2016tmex;2016-10-04T01:17:59.46Z;-50.280;-8.335;0.0;3.0;mR;"Redencao/PA";jroberto;M
usp2016tluz;2016-10-03T20:17:05.74Z;-73.859;-7.877;150.6;4.0;mb;"Peru-Brazil Border Region";jroberto;M
usp2016thwn;2016-10-01T16:31:07.102Z;-48.195;-18.860;0.0;2.9;mR;"Uberlandia/MG";jroberto;M
usp2016terc;2016-09-29T22:21:45.385Z;-47.259;-24.372;0.0;2.4;mR;"Pedro de Toledo/SP";jroberto;M
usp2016sobl;2016-09-20T20:16:57.44Z;-35.325;-8.669;0.0;1.2;mR;"Gameleira/PE";jroberto;M
usp2016smxv;2016-09-20T05:18:49.665Z;-43.918;-10.476;0.0;2.2;mR;"Mansidao/BA";jroberto;M
usp2016sdon;2016-09-15T02:22:40.284Z;-36.260;-9.427;0.0;1.4;mR;"Viçosa/AL";jroberto;M
usp2016sdom;2016-09-15T02:21:46.7Z;-36.262;-9.411;0.0;1.6;mR;"Vicosa/AL";jroberto@vitoria;M
usp2016sddm;2016-09-14T20:48:36.348Z;-36.255;-9.302;0.0;1.6;mR;"Cha Preta/AL";jroberto@vitoria;M
usp2016safq;2016-09-13T06:29:03.403Z;-59.112;-10.087;0.0;3.6;mR;"Aripuana/MT";jroberto;M
usp2016rzrf;2016-09-12T23:12:13.182Z;-36.381;-9.698;0.0;1.5;mR;"Anadia/AL";jroberto;M
usp2016rzoj;2016-09-12T21:46:32.820Z;-36.375;-9.640;0.0;1.3;mR;"Anadia/AL";jroberto;M
usp2016rzlp;2016-09-12T20:22:34.713Z;-36.377;-9.676;0.0;1.4;mR;"Anadia/AL";jroberto@vitoria;M
usp2016rzbo;2016-09-12T15:17:39.195Z;-36.363;-9.706;0.0;1.5;mR;"Anadia/AL";jroberto@vitoria;M
usp2016ruxn;2016-09-10T08:42:11.369Z;-55.321;-19.378;0.0;2.4;mR;"Rio Negro/MS";jroberto;M
usp2016rrow;2016-09-08T12:56:12.486Z;-56.814;-11.562;0.0;2.8;mR;"Novo Horizonte do Norte/MT";jroberto;M
usp2016rrgs;2016-09-08T08:48:27.992Z;-56.782;-11.556;0.0;3.1;mR;"Novo Horizonte do Norte/MT";jroberto;M
usp2016rnfu;2016-09-06T03:48:20.784Z;-47.561;-23.556;0.0;2.2;mR;"Aracoiaba da Serra/SP";jroberto;M
usp2016rjuk;2016-09-04T06:38:05.77Z;-43.850;-20.259;0.0;2.6;mR;"Itabirito/MG";jroberto;M
usp2016rdbz;2016-08-31T14:30:34.724Z;-41.669;-21.467;0.0;2.5;mR;"Italva/RJ";jroberto;M
usp2016rcqn;2016-08-31T08:42:18.587Z;-71.099;-10.276;616.7;3.7;mb;"Peru-Brazil Border Region";jroberto;M
usp2016rawr;2016-08-30T09:34:28.463Z;-70.877;-7.187;631.2;3.9;mb;"Ipixuna/AM";jroberto;M
usp2016quxg;2016-08-27T03:02:39.838Z;-43.910;-20.250;0.0;2.2;mR;"Itabirito/MG";massumpcao;M
usp2016qujv;2016-08-26T20:15:22.61Z;-36.974;-11.239;0.0;2.4;mR;"Margem Continental/SE";jroberto@vitoria;M
usp2016qajv;2016-08-15T21:31:55.114Z;-73.887;-8.808;138.5;4.0;mb;"Peru-Brazil Border Region";jroberto;M
usp2016pwiz;2016-08-13T16:34:22.324Z;-56.400;-18.594;0.0;2.8;mR;"Corumba/MS";jroberto;M
usp2016pvlg;2016-08-13T04:35:07.569Z;-73.786;-7.825;159.1;3.8;mb;"Peru-Brazil Border Region";jroberto;M
usp2016pvha;2016-08-13T02:26:41.746Z;-56.479;-18.637;0.0;3.1;mR;"Corumba/MS";jroberto;M
usp2016pugu;2016-08-12T13:11:23.812Z;-36.982;-9.661;0.0;2.4;mR;"Jaramataia/AL";jroberto@vitoria;M
usp2016prvz;2016-08-11T05:27:23.859Z;-47.421;-24.265;0.0;2.8;mR;"Miracatu/SP";jroberto;M
usp2016prmr;2016-08-11T00:44:56.8Z;-40.124;-17.062;0.0;2.8;mR;"Itanhem/BA";jroberto;M
usp2016ppoa;2016-08-09T23:09:08.878Z;-73.701;-8.121;178.5;3.9;mb;"Peru-Brazil Border Region";jroberto;M
usp2016pmcs;2016-08-08T02:02:17.205Z;-49.136;-13.407;0.0;2.8;mR;"Porangatu/GO";jroberto;M
usp2016pizq;2016-08-06T09:04:09.376Z;-56.810;-11.552;0.0;1.6;MLv;"Novo Horizonte do Norte/MT";jroberto;M
usp2016phab;2016-08-05T07:01:25.747Z;-56.796;-11.547;0.0;2.5;mR;"Novo Horizonte do Norte/MT";jroberto;M
usp2016pcgz;2016-08-02T16:50:14.177Z;-44.230;-19.975;0.0;2.3;mR;"Betim/MG";jroberto;M
usp2016oyif;2016-07-31T12:54:47.456Z;-56.783;-11.560;0.0;2.9;mR;"Novo Horizonte do Norte/MT";jroberto;M
usp2016ovcj;2016-07-29T18:32:26.588Z;-43.991;-20.492;0.0;2.4;mR;"Jeceaba/MG";jroberto;M
usp2016oqlm;2016-07-27T05:29:15.511Z;-56.697;-11.683;0.0;2.4;mR;"Novo Horizonte do Norte/MT";jroberto;M
usp2016ohgr;2016-07-22T04:49:57.649Z;-60.939;3.937;0.0;3.4;mR;"Amajari/RR";jroberto;M
usp2016ocpi;2016-07-19T15:30:44.399Z;-39.092;-20.118;0.0;3.8;mR;"Margem Continental/ES";jroberto;M
usp2016obuy;2016-07-19T05:13:28.342Z;-44.367;-19.902;1.0;2.3;mR;"Florestal/MG";jroberto;M
usp2016obgx;2016-07-18T22:07:17.0Z;-54.795;-22.224;0.0;2.2;MLv;"Dourados/MS";jroberto;M
usp2016oaxm;2016-07-18T17:21:59.24Z;-46.430;-24.196;0.0;2.5;mR;"Praia Grande/SP";jroberto;M
usp2016nwss;2016-07-16T10:24:57.363Z;-60.463;-0.689;0.0;3.8;mR;"Presidente Figueiredo/AM";jroberto;M
usp2016nwsq;2016-07-16T10:22:46.71Z;-60.420;-0.674;0.0;3.0;mR;"Presidente Figueiredo/AM";jroberto;M
usp2016nwsg;2016-07-16T10:11:04.674Z;-43.904;-15.136;0.0;2.3;mR;"Itacarambi/MG";jroberto;M
usp2016npye;2016-07-12T17:13:25.388Z;-44.004;-20.485;0.0;2.4;mR;"Jeceaba/MG";jroberto;M
usp2016nouc;2016-07-12T02:01:15.320Z;-44.152;-16.516;0.0;2.2;mR;"Coracao de Jesus/MG";jroberto;M
usp2016nkrq;2016-07-09T20:13:53.249Z;-48.461;-12.100;0.0;2.5;mR;"Peixe/TO";jroberto;M
usp2016njty;2016-07-09T08:15:31.620Z;-43.574;-12.273;0.0;2.2;mR;"Muquem de Sao Francisco/BA";jroberto;M
usp2016njpl;2016-07-09T05:59:59.226Z;-41.579;-12.281;0.0;2.5;mR;"Iraquara/BA";jroberto;M
usp2016njma;2016-07-09T04:15:30.406Z;-42.903;-12.421;0.0;2.6;mR;"Oliveira dos Brejinhos/BA";jroberto;M
usp2016njlc;2016-07-09T03:47:23.106Z;-56.666;-11.651;0.0;3.1;mR;"Novo Horizonte do Norte/MT";jroberto;M
usp2016nixb;2016-07-08T20:42:16.32Z;-50.360;-27.351;0.0;2.5;mR;"Ponte Alta/SC";jroberto;M
usp2016nivg;2016-07-08T19:47:34.734Z;-52.078;-27.993;0.0;2.5;mR;"Tapejara/RS";jroberto;M
usp2016nhvy;2016-07-08T07:00:29.76Z;-42.868;-12.320;0.0;2.4;mR;"Oliveira dos Brejinhos/BA";jroberto;M
usp2016nhel;2016-07-07T22:09:36.86Z;-44.877;-21.913;0.0;2.6;mR;"Baependi/MG";jroberto;M
usp2016neyi;2016-07-06T16:47:56.770Z;-61.083;-1.277;0.0;2.6;mR;"Presidente Figueiredo/AM";jroberto;M
usp2016ndwq;2016-07-06T02:48:59.609Z;-49.009;-20.278;0.0;1.9;mR;"Guaraci/SP";jroberto;M
usp2016ndna;2016-07-05T21:57:35.617Z;-60.447;-0.703;0.0;3.7;mR;"Presidente Figueiredo/AM";jroberto;M
usp2016mwnv;2016-07-02T02:24:52.354Z;-46.669;-24.689;0.0;2.1;mR;"Peruibe/SP";jroberto;M
usp2016mukm;2016-06-30T22:26:41.120Z;-45.288;-22.778;0.0;1.6;mR;"Potim/SP";jroberto;M
usp2016mqok;2016-06-28T19:53:05.827Z;-35.844;-9.388;0.0;1.6;mR;"Messias/AL";jroberto;M
usp2016mqoj;2016-06-28T19:49:28.0Z;-36.923;-10.142;0.0;2.6;mR;"Amparo de Sao Francisco/SE";jroberto;M
usp2016mqoh;2016-06-28T19:49:27.327Z;-36.410;-9.509;0.0;2.0;mR;"Tanque d'Arca/AL";jroberto;M
usp2016miaw;2016-06-24T03:57:21.537Z;-35.978;-8.312;0.0;1.8;mR;"Caruaru/PE";jroberto;M
usp2016lxxu;2016-06-18T15:02:34.175Z;-39.329;-24.820;0.0;3.6;mR;"South Atlantic Ocean";jroberto;M
usp2016lvdv;2016-06-17T02:40:48.222Z;-73.843;-8.064;141.0;3.8;mb;"Peru-Brazil Border Region";jroberto;M
usp2016lrtx;2016-06-15T06:15:10.445Z;-46.086;-23.910;0.0;2.3;mR;"Bertioga/SP";jroberto;M
usp2016lgbf;2016-06-08T20:18:03.314Z;-45.094;-22.972;0.0;2.0;mR;"NWCunha/SP";jroberto;M
usp2016kxlz;2016-06-04T03:31:49.5Z;-47.471;-23.599;0.0;2.3;mR;"Votorantim/SP";jroberto;M
usp2016kliw;2016-05-28T12:19:33.688Z;-46.189;-24.718;0.0;2.6;mR;"Guaruja/SP";jroberto;M
usp2016jxow;2016-05-20T23:27:23.121Z;-48.108;-24.739;0.0;2.7;mR;"Cajati/SP";marcelo;M
usp2016jufn;2016-05-19T03:20:23.964Z;-58.699;-13.341;0.0;2.2;mR;"Sapezal/MT";jroberto;M
usp2016jneb;2016-05-15T06:38:15.363Z;-74.110;-8.584;132.3;3.8;mb;"Peru-Brazil Border Region";jroberto@vitoria;M
usp2016jiwj;2016-05-12T22:13:05.252Z;-60.228;-0.788;0.0;4.2;mb;"Presidente Figueiredo/AM";massumpcao;M
usp2016jgyn;2016-05-11T21:01:50.396Z;-73.800;-8.039;156.0;4.6;mb;"Peru-Brazil Border Region";jroberto@vitoria;M
usp2016jfgc;2016-05-10T22:35:05.32Z;-44.035;-19.504;0.0;2.2;mR;"Matozinhos/MG";jroberto;M
usp2016jbuq;2016-05-09T01:22:52.5Z;-74.178;-7.295;144.9;4.1;mb;"Peru-Brazil Border Region";jroberto;M
usp2016ippx;2016-05-02T09:21:16.16Z;-44.253;-19.909;1.0;3.4;mR;"Betim/MG";jroberto;M
usp2016ingy;2016-05-01T02:33:28.341Z;-50.248;-9.822;0.0;3.8;mR;"Santana do Araguaia/PA";jroberto@vitoria;M
usp2016iiec;2016-04-28T07:26:09.310Z;-38.088;-14.452;0.0;2.7;mR;"Margem Continental/BA";jroberto@vitoria;M
usp2016iicu;2016-04-28T06:47:27.660Z;-43.872;-15.095;0.0;2.4;mR;"Itacarambi/MG";jroberto;M
usp2016ihvk;2016-04-28T03:02:51.75Z;-35.985;-9.591;0.0;1.5;mR;"Pilar/AL";jroberto@vitoria;M
usp2016igyi;2016-04-27T15:23:35.271Z;-49.204;-10.006;0.0;2.7;mR;"Chapada de Areia/TO";jroberto;M
usp2016igxz;2016-04-27T15:12:53.809Z;-54.177;-14.837;0.0;3.7;mR;"Paranatinga/MT";jroberto;M
usp2016hzbr;2016-04-23T07:59:40.885Z;-36.649;-9.615;0.0;2.9;mR;"Coite do Noia/AL";jroberto;M
usp2016hykk;2016-04-22T23:17:01.271Z;-72.905;-7.783;148.1;4.0;mb;"Western Brazil";jroberto@vitoria;M
usp2016hxhs;2016-04-22T08:46:16.450Z;-55.999;-16.208;0.0;3.1;mR;"Barao de Melgaco/MT";jroberto;M
usp2016htel;2016-04-20T02:34:35.825Z;-47.429;-23.594;0.0;2.1;mR;"Votorantim/SP";jroberto;M
usp2016hsha;2016-04-19T14:45:01.610Z;-37.300;-11.014;0.0;1.8;mR;"Umbauba/SE";jroberto;M
usp2016hdlg;2016-04-11T11:55:20.154Z;-44.082;-19.540;0.0;3.3;mR;"Matozinhos/MG";jroberto;M
usp2016gxbm;2016-04-08T00:05:07.238Z;-56.687;-11.651;0.0;2.7;mR;"Porto dos Gauchos/MT";jroberto;M
usp2016gtlw;2016-04-06T00:47:35.692Z;-44.105;-19.483;0.0;2.2;mR;"Prudente de Morais/MG";jroberto;M
usp2016gtlf;2016-04-06T00:27:58.119Z;-44.130;-19.475;0.0;2.4;mR;"Prudente de Morais/MG";jroberto;M
usp2016gshu;2016-04-05T09:36:22.95Z;-46.558;-23.383;0.0;2.2;mR;"Mairipora/SP";jroberto;M
usp2016grxv;2016-04-05T04:33:55.212Z;-43.786;-21.392;0.0;2.2;mR;"Antonio Carlos/MG";jroberto;M
usp2016gljl;2016-04-01T14:29:18.505Z;-43.793;-15.199;0.0;2.7;mR;"Jaiba/MG";jroberto;M
usp2016glbn;2016-04-01T10:28:48.0Z;-35.923;-9.461;0.0;1.7;mR;"Rio Largo/AL";jroberto@vitoria;M
usp2016gfbj;2016-03-29T03:35:20.436Z;-49.069;-13.697;0.0;2.0;mR;"Santa Tereza de Goias/GO";jroberto;M
