evid;origin;longitude;latitude;depth;magnitude;magnitudet;region;author;mode
usp2014teim;2014-09-30T18:00:18.472Z;-48.113;-18.776;0.0;2.7;mR;"Araguari/MG";JRoberto;M
usp2014tcrv;2014-09-29T20:27:59.958Z;-44.602;-21.140;0.0;2.5;mR;"Nazareno/MG";JRoberto;M
usp2014szdw;2014-09-27T22:00:00.960Z;-41.582;-16.065;0.0;2.5;mR;"Cachoeira de Pajeu/MG";JRoberto;M
usp2014syjx;2014-09-27T11:54:35.35Z;-41.698;-15.993;0.0;2.5;mR;"Santa Cruz de Salinas/MG";JRoberto;M
usp2014srhg;2014-09-23T14:37:09.827Z;-43.288;-16.054;0.0;2.5;mR;"Riacho dos Machados/MG";JRoberto;M
usp2014sqto;2014-09-23T07:42:19.456Z;-56.777;-11.431;0.0;2.7;mR;"Novo Horizonte do Norte/MT";JRoberto;M
usp2014smdj;2014-09-20T18:58:51.168Z;-43.869;-16.732;2.0;1.7;mR;"Montes Claros/MG";JRoberto;M
usp2014slxq;2014-09-20T16:05:31.93Z;-43.823;-22.980;0.0;2.8;mR;"Itaguai";JRoberto;M
usp2014sioc;2014-09-18T19:51:38.889Z;-41.476;-17.976;0.0;2.2;mR;"Frei Gaspar/MG";JRoberto;M
usp2014rvmh;2014-09-11T16:10:13.816Z;-54.603;-31.573;0.0;2.7;mR;"AceguaV";jroberto;M
usp2014rumu;2014-09-11T03:17:18.374Z;-56.651;-11.624;0.0;3.9;mR;"Novo Horizonte do Norte/MT";JRoberto;M
usp2014rumr;2014-09-11T03:13:58.697Z;-56.666;-11.585;0.0;3.6;mR;"Novo Horizonte do Norte/MT";JRoberto;M
usp2014rmwr;2014-09-06T23:11:19.21Z;-49.305;-12.944;0.0;2.7;mR;"Talisma/TO";JRoberto;M
usp2014rmgb;2014-09-06T14:47:46.82Z;-45.400;-20.179;0.0;2.7;mR;"Japaraiba/MG";jroberto;M
usp2014rkrs;2014-09-05T18:24:57.693Z;-56.996;-10.598;0.0;2.3;mR;"Tabapora/MT";JRoberto;M
usp2014rgzr;2014-09-03T17:54:07.134Z;-53.428;-8.616;0.0;2.9;mR;"Rio Peti/PA";JRoberto;M
usp2014rgzp;2014-09-03T17:50:51.435Z;-53.448;-8.623;0.0;3.0;mR;"Rio Peti/PA";JRoberto;M
usp2014rdmv;2014-09-01T19:59:32.52Z;-43.875;-16.669;2.0;2.2;mR;"Montes Claros/MG";JRoberto;M
usp2014qyai;2014-08-29T19:59:52.871Z;-43.934;-16.643;0.0;1.3;mR;"Montes Claros/MG";JRoberto;M
usp2014qwgo;2014-08-28T20:52:50.80Z;-47.754;-11.560;0.0;2.5;mR;"Chapada da Natividade/TO";JRoberto;M
usp2014qvxu;2014-08-28T16:27:22.184Z;-59.562;-14.827;0.0;2.7;mR;"Conquista D'oeste/MT";JRoberto;M
usp2014qvme;2014-08-28T10:35:05.715Z;-60.759;-15.994;10.0;3.8;mb;"Central Bolivia";JRoberto;M
usp2014qqtl;2014-08-25T20:34:52.100Z;-43.892;-16.646;2.0;2.2;mR;"Montes Claros/MG";JRoberto;M
usp2014qqoi;2014-08-25T17:59:37.900Z;-43.843;-16.775;0.0;1.5;mR;"Montes Claros/MG";JRoberto;M
usp2014qqmk;2014-08-25T17:01:33.949Z;-59.848;-14.997;0.0;2.8;mR;"Vila Bela da Santissima Trindade/MT";JRoberto;M
usp2014qqim;2014-08-25T15:01:37.241Z;-51.723;-23.689;0.0;2.5;mR;"Bom Sucesso/PR";JRoberto;M
usp2014qmgz;2014-08-23T09:43:31.117Z;-48.238;-12.340;0.0;2.6;mR;"Sao Valerio da Natividade/TO";JRoberto;M
usp2014qlwn;2014-08-23T04:27:04.993Z;-53.247;-8.544;0.0;2.6;mR;"Rio Peti/PA";JRoberto;M
usp2014qlft;2014-08-22T19:59:01.786Z;-43.897;-16.797;0.0;1.5;mR;"Montes Claros/MG";JRoberto;M
usp2014qlad;2014-08-22T17:08:01.931Z;-52.335;-31.234;0.0;2.5;MLv;"Arroio do Padre/RS";jroberto;M
usp2014qjel;2014-08-21T17:03:00.754Z;-59.721;-14.949;0.0;2.7;mR;"Vila Bela da Santissima Trindade/MT";JRoberto;M
usp2014qiqi;2014-08-21T09:55:04.747Z;-51.108;-29.136;0.0;1.9;mR;"Caxias do Sul/RS";JRoberto;M
usp2014qfit;2014-08-19T14:40:23.106Z;-43.885;-16.699;2.0;1.3;mR;"Montes Claros/MG";JRoberto;M
usp2014qdul;2014-08-18T18:18:03.51Z;-51.554;-30.162;0.0;2.3;mR;"Eldorado do Sul/RS";JRoberto;M
usp2014qdnw;2014-08-18T14:59:44.583Z;-43.873;-16.682;2.0;1.4;mR;"Montes Claros/MG";JRoberto;M
usp2014puvl;2014-08-13T20:34:58.484Z;-44.615;-13.421;0.0;2.5;mR;"Correntina/BA";JRoberto;M
usp2014psvd;2014-08-12T18:10:12.808Z;-48.064;-7.498;0.0;3.0;mR;"Araguaina/TO";JRoberto;M
usp2014pqrq;2014-08-11T14:07:56.379Z;-55.265;-4.496;0.0;2.2;mR;"Ruropolis/PA";JRoberto;M
usp2014plgw;2014-08-08T14:59:58.920Z;-44.009;-16.703;2.0;1.3;mR;"Montes Claros/MG";JRoberto;M
usp2014pibe;2014-08-06T20:42:55.0Z;-48.300;-12.107;0.0;1.5;MLv;"Sao Valerio da Natividade/TO";JRoberto;M
usp2014phsx;2014-08-06T16:32:07.320Z;-49.981;-13.896;0.0;2.4;mR;"Bonopolis/GO";JRoberto;M
usp2014pgna;2014-08-06T00:26:23.0Z;-50.864;-29.469;0.0;1.0;MLv;"Gramado/RS";JRoberto;M
usp2014pfjb;2014-08-05T09:17:24.601Z;-40.799;-18.627;0.0;1.9;MLv;"Barra de Sao Francisco/ES";JRoberto;M
usp2014pdaq;2014-08-04T02:46:34.0Z;-50.861;-29.464;0.0;1.6;MLv;"Gramado/RS";JRoberto;M
usp2014pdar;2014-08-04T02:45:59.0Z;-50.860;-29.471;0.0;1.1;MLv;"Gramado/RS";JRoberto;M
usp2014pcza;2014-08-04T01:56:37.585Z;-50.858;-29.468;0.0;1.8;mR;"Gramado/RS";JRoberto;M
usp2014ovgf;2014-07-30T20:29:20.0Z;-50.071;0.361;0.0;1.9;mR;"Chaves/PA";JRoberto;M
usp2014ovfh;2014-07-30T20:01:37.420Z;-44.467;-13.381;0.0;2.2;mR;"Correntina/BA";JRoberto;M
usp2014otlc;2014-07-29T20:42:04.244Z;-43.840;-16.758;2.0;2.2;mR;"Montes Claros/MG";JRoberto;M
usp2014otee;2014-07-29T17:11:58.302Z;-53.345;-31.646;0.0;2.5;mR;"Pinheiro Machado/RS";JRoberto;M
usp2014oszv;2014-07-29T14:59:49.444Z;-43.887;-16.658;2.0;1.3;mR;"Montes Claros/MG";JRoberto;M
usp2014orqt;2014-07-28T21:16:32.117Z;-44.594;-21.092;0.0;2.5;mR;"Nazareno/MG";JRoberto;M
usp2014omam;2014-07-25T19:22:16.7Z;-43.920;-16.665;0.0;1.4;mR;"Montes Claros/MG";JRoberto;M
usp2014olru;2014-07-25T14:59:21.447Z;-43.843;-16.697;2.0;1.9;mR;"Montes Claros/MG";JRoberto;M
usp2014oilj;2014-07-23T20:20:13.262Z;-43.870;-16.751;2.0;1.6;mR;"Montes Claros/MG";JRoberto;M
usp2014ogow;2014-07-22T19:49:21.445Z;-53.431;-8.567;0.0;2.6;mR;"Rio Peti/PA";JRoberto;M
usp2014ognl;2014-07-22T19:06:35.734Z;-53.344;-8.595;0.0;3.8;mb;"Rio Peti/PA";JRoberto;M
usp2014ogkz;2014-07-22T17:52:11.203Z;-53.246;-8.542;0.0;3.5;mb;"Rio Peti/PA";JRoberto;M
usp2014ofdj;2014-07-22T00:53:03.78Z;-71.985;-6.138;579.0;4.1;mb;"Ipixuna/AM";JRoberto;M
usp2014oetr;2014-07-21T19:58:48.442Z;-43.879;-16.691;2.0;1.6;mR;"Montes Claros/MG";JRoberto;M
usp2014oetj;2014-07-21T19:50:12.508Z;-40.973;-18.906;0.0;1.8;MLv;"Mantena/MG";JRoberto;M
usp2014oaxt;2014-07-19T17:30:30.0Z;-55.363;-7.050;0.0;0.5;MLv;"Novo Progresso/PA";JRoberto;M
usp2014nxab;2014-07-17T14:06:57.0Z;-43.818;-16.688;0.0;1.3;MLv;"Montes Claros/MG";JRoberto;M
usp2014nvqm;2014-07-16T20:09:14.362Z;-43.693;-22.917;0.0;2.3;mR;"Itaguai";JRoberto;M
usp2014ntur;2014-07-15T19:59:53.87Z;-43.907;-16.678;2.0;1.3;mR;"Montes Claros/MG";JRoberto;M
usp2014nstv;2014-07-15T06:25:41.21Z;-53.282;-8.608;0.0;3.6;mb;"Rio Peti/PA";JRoberto;M
usp2014nnzx;2014-07-12T15:49:51.634Z;-53.274;-8.628;0.0;3.7;mb;"Rio Peti/PA";JRoberto;M
usp2014nnnd;2014-07-12T09:21:44.946Z;-53.272;-8.626;0.0;4.3;mb;"Rio Peti/PA";JRoberto;M
usp2014njaa;2014-07-09T22:12:01.202Z;-56.515;-10.808;0.0;2.0;MLv;"Tabapora/MT";JRoberto;M
usp2014niwm;2014-07-09T20:24:55.589Z;-50.226;-13.895;0.0;2.8;mR;"Mundo Novo/GO";JRoberto;M
usp2014nbmo;2014-07-05T19:26:36.175Z;-45.769;-21.217;0.0;2.4;mR;"Campos Gerais/MG";jroberto;M
usp2014nbdd;2014-07-05T14:41:37.934Z;-45.672;-21.203;0.0;2.0;mR;"Campos Gerais/MG";JRoberto;M
usp2014mwbd;2014-07-02T19:59:51.15Z;-43.828;-16.708;2.0;2.4;mR;"Montes Claros/MG";JRoberto;M
usp2014mlzb;2014-06-27T07:35:00.663Z;-73.942;-8.569;166.4;4.6;mb;"Peru-Brazil Border Region";jroberto;M
usp2014mlnp;2014-06-27T01:47:59.268Z;-51.312;-29.112;0.0;2.5;mR;"Nova Padua/RS";JRoberto;M
usp2014mlmh;2014-06-27T01:07:41.114Z;-45.503;-21.973;0.0;1.8;mR;"Heliodora/MG";JRoberto;M
usp2014mlbz;2014-06-26T19:55:51.564Z;-49.399;-8.495;0.0;2.4;mR;"Couto de Magalhaes/TO";JRoberto;M
usp2014mjhr;2014-06-25T20:31:20.550Z;-40.872;-18.681;0.0;1.4;MLv;"Barra de Sao Francisco/ES";JRoberto;M
usp2014mjfu;2014-06-25T19:35:02.562Z;-59.734;-14.954;0.0;2.5;mR;"Vila Bela da Santissima Trindade/MT";JRoberto;M
usp2014mhlv;2014-06-24T20:21:02.956Z;-43.821;-16.700;2.0;2.2;mR;"Montes Claros/MG";JRoberto;M
usp2014mhhk;2014-06-24T18:06:56.372Z;-47.681;-22.921;0.0;2.6;mR;"Saltinho/SP";JRoberto;M
usp2014mfuu;2014-06-23T22:36:23.644Z;-59.294;-7.780;0.0;3.4;mR;"Apui/AM";jroberto;M
usp2014mfft;2014-06-23T15:01:04.0Z;-43.805;-16.689;0.0;1.5;MLv;"Montes Claros/MG";JRoberto;M
usp2014mdlc;2014-06-22T15:26:56.0Z;-36.101;-5.578;0.0;2.3;MLv;"Pedra Preta/RN";JRoberto;M
usp2014mbsx;2014-06-21T17:06:48.47Z;-47.254;-19.986;0.0;2.9;mR;"Rifaina/SP";JRoberto;M
usp2014lxdg;2014-06-19T04:39:28.321Z;-50.896;-16.218;0.0;3.0;mR;"Jaupaci/GO";jroberto;M
usp2014lvyk;2014-06-18T13:04:17.978Z;-40.162;-19.199;0.0;2.8;mR;"Sooretama/ES";JRoberto;M
usp2014lvfk;2014-06-18T03:29:25.0Z;-36.103;-5.584;0.0;3.5;mR;"Pedra Preta/RN";JRoberto;M
usp2014lumv;2014-06-17T18:05:29.803Z;-43.876;-16.703;0.0;2.0;mR;"Montes Claros/MG";JRoberto;M
usp2014lukr;2014-06-17T17:00:04.756Z;-43.831;-16.828;2.0;2.3;mR;"Montes Claros/MG";JRoberto;M
usp2014lsym;2014-06-16T21:42:06.904Z;-36.890;-6.474;0.0;2.2;mR;"Sao Jose do Serido/RN";JRoberto;M
usp2014lsvk;2014-06-16T20:09:26.0Z;-43.816;-16.690;2.0;1.2;mR;"Montes Claros/MG";JRoberto;M
usp2014lstu;2014-06-16T19:20:16.377Z;-43.962;-16.656;2.0;1.8;mR;"Montes Claros/MG";JRoberto;M
usp2014lslh;2014-06-16T15:02:39.43Z;-43.821;-16.739;2.0;1.4;mR;"Montes Claros/MG";JRoberto;M
usp2014lskj;2014-06-16T14:35:07.8Z;-53.315;-8.853;0.0;3.7;mb;"Rio Peti/PA";JRoberto;M
usp2014lngb;2014-06-13T18:43:23.700Z;-41.268;-17.937;0.0;2.1;mR;"Ouro Verde de Minas/MG";JRoberto;M
usp2014lkot;2014-06-12T07:41:56.6Z;-73.919;-7.048;10.0;3.7;mb;"Peru-Brazil Border Region";jroberto;M
usp2014ljkz;2014-06-11T16:39:53.315Z;-59.048;-14.698;0.0;2.8;mR;"Conquista D'oeste/MT";JRoberto;M
usp2014lhxt;2014-06-10T20:50:09.704Z;-56.358;-5.630;0.0;3.3;mR;"Trairao/PA";JRoberto;M
usp2014lhws;2014-06-10T20:19:41.973Z;-43.891;-16.638;0.0;1.3;mR;"Montes Claros/MG";JRoberto;M
usp2014lfqr;2014-06-09T14:59:24.460Z;-43.875;-16.666;0.0;1.4;mR;"Montes Claros/MG";JRoberto;M
usp2014lafu;2014-06-06T15:48:44.0Z;-55.609;-15.800;0.0;0.8;MLv;"Chapada dos Guimaraes/MT";JRoberto;M
usp2014kytg;2014-06-05T20:20:27.910Z;-43.877;-16.651;0.0;1.5;mR;"Montes Claros/MG";JRoberto;M
usp2014kyeo;2014-06-05T12:55:48.203Z;-53.258;-8.581;0.0;3.7;mb;"Rio Peti/PA";JRoberto;M
usp2014kxex;2014-06-04T23:57:16.924Z;-44.389;-22.791;0.0;2.3;mR;"Bananal/SP";JRoberto;M
usp2014kwyx;2014-06-04T20:55:31.345Z;-47.764;-18.796;0.0;2.7;mR;"Estrela do Sul/MG";JRoberto;M
usp2014kwno;2014-06-04T15:12:25.145Z;-44.933;-21.620;0.0;2.2;mR;"Luminarias/MG";JRoberto;M
usp2014kvbv;2014-06-03T20:07:39.485Z;-59.738;-0.778;0.0;2.5;mR;"Presidente Figueiredo/AM";JRoberto;M
usp2014kvam;2014-06-03T19:28:00.887Z;-59.104;-14.719;0.0;2.8;mR;"Conquista D'oeste/MT";JRoberto;M
usp2014ktpm;2014-06-03T00:45:36.69Z;-53.245;-8.545;0.0;3.3;mR;"Rio Peti/PA";jroberto;M
usp2014ktec;2014-06-02T19:00:15.585Z;-45.761;-23.429;0.0;2.1;mR;"Paraibuna/SP";JRoberto;M
usp2014ktah;2014-06-02T17:04:47.165Z;-59.942;-15.078;0.0;2.9;mR;"Vila Bela da Santissima Trindade/MT";JRoberto;M
usp2014knwn;2014-05-30T21:30:12.677Z;-47.664;-11.747;0.0;2.4;MLv;"Natividade/TO";JRoberto;M
usp2014knvq;2014-05-30T21:03:23.974Z;-52.929;-30.451;0.0;2.0;mR;"Cachoeira do Sul/RS";JRoberto;M
usp2014knve;2014-05-30T20:52:42.0Z;-59.640;-1.005;0.0;2.9;MLv;"Presidente Figueiredo/AM";JRoberto;M
usp2014knui;2014-05-30T20:23:56.0Z;-59.638;-1.014;0.0;1.8;MLv;"Presidente Figueiredo/AM";JRoberto;M
usp2014knuf;2014-05-30T20:20:44.5Z;-43.852;-16.694;2.0;1.4;mR;"Montes Claros/MG";JRoberto;M
usp2014knqd;2014-05-30T18:16:48.967Z;-59.637;-1.007;0.0;3.7;mb;"Presidente Figueiredo/AM";JRoberto;M
usp2014knic;2014-05-30T14:13:06.651Z;-46.161;-20.411;0.0;2.3;mR;"Piumhi/MG";JRoberto;M
usp2014kloc;2014-05-29T14:58:30.0Z;-41.660;-21.848;0.0;0.7;MLv;"Sao Fidelis/RJ";JRoberto;M
usp2014klix;2014-05-29T12:20:54.0Z;-44.665;-21.065;0.0;1.0;MLv;"Bom Sucesso/MG";JRoberto;M
usp2014kkce;2014-05-28T19:48:42.35Z;-52.436;-31.704;0.0;2.4;mR;"Capao do Leao/RS";JRoberto;M
usp2014kjsq;2014-05-28T14:59:20.0Z;-43.856;-16.696;0.0;1.7;MLv;"Montes Claros/MG";JRoberto;M
usp2014kglr;2014-05-26T20:04:35.540Z;-43.853;-16.749;2.0;1.6;mR;"Montes Claros/MG";JRoberto;M
usp2014kdlg;2014-05-25T04:26:36.0Z;-44.660;-21.064;0.0;1.1;MLv;"Bom Sucesso/MG";JRoberto;M
usp2014jzed;2014-05-22T20:19:06.0Z;-43.868;-16.691;0.0;1.6;MLv;"Montes Claros/MG";JRoberto;M
usp2014jzbk;2014-05-22T18:56:25.107Z;-50.184;-5.942;0.0;3.3;mR;"Parauapebas/PA";JRoberto;M
usp2014jyts;2014-05-22T15:02:29.921Z;-52.105;-31.431;0.0;2.8;mR;"Turucu/RS";JRoberto;M
usp2014jytp;2014-05-22T14:59:29.447Z;-43.766;-22.792;0.0;2.3;mR;"Itaguai";JRoberto;M
usp2014jybk;2014-05-22T05:47:26.0Z;-44.664;-21.056;0.0;1.3;MLv;"Bom Sucesso/MG";JRoberto;M
usp2014jybg;2014-05-22T05:42:56.0Z;-44.656;-21.053;0.0;0.8;MLv;"Bom Sucesso/MG";JRoberto;M
usp2014jyat;2014-05-22T05:28:02.0Z;-44.655;-21.059;0.0;1.7;MLv;"Bom Sucesso/MG";JRoberto;M
usp2014jxhz;2014-05-21T19:58:50.361Z;-43.897;-16.776;2.0;1.7;mR;"Montes Claros/MG";JRoberto;M
usp2014jvlh;2014-05-20T19:23:10.0Z;-43.868;-16.690;0.0;1.7;mR;"Montes Claros/MG";JRoberto;M
usp2014jvgv;2014-05-20T17:08:08.329Z;-55.302;-5.534;0.0;3.0;mR;"Trairao/PA";JRoberto;M
usp2014jvgq;2014-05-20T17:02:11.768Z;-53.857;-31.603;0.0;2.4;mR;"Candiota/RS";JRoberto;M
usp2014jtkj;2014-05-19T16:38:28.8Z;-59.096;-14.713;0.0;2.1;mR;"Conquista D'oeste/MT";JRoberto;M
usp2014joeo;2014-05-16T20:01:22.989Z;-43.996;-16.733;2.0;1.5;mR;"Montes Claros/MG";JRoberto;M
usp2014jlzg;2014-05-15T15:03:28.306Z;-48.914;-10.410;0.0;3.0;mR;"Pugmil/TO";JRoberto;M
usp2014jlza;2014-05-15T14:57:42.0Z;-43.856;-16.690;2.0;1.5;mR;"Montes Claros/MG";JRoberto;M
usp2014jlxs;2014-05-15T14:17:59.824Z;-51.796;-23.587;0.0;2.7;mR;"Marialva/PR";JRoberto;M
usp2014jlhk;2014-05-15T06:03:38.466Z;-43.885;-16.661;2.0;1.3;mR;"Montes Claros/MG";JRoberto;M
usp2014jhka;2014-05-13T02:49:37.556Z;-45.974;-23.661;0.0;2.1;mR;"Biritiba-Mirim/SP";JRoberto;M
usp2014jgpq;2014-05-12T16:32:39.373Z;-56.290;-16.409;0.0;2.6;mR;"Barao de Melgaco/MT";JRoberto;M
usp2014izej;2014-05-08T14:54:01.364Z;-45.288;-20.602;0.0;2.4;mR;"Camacho/MG";JRoberto;M
usp2014ixta;2014-05-07T20:01:35.311Z;-45.743;-23.288;0.0;1.9;mR;"Jambeiro/SP";JRoberto;M
usp2014inyw;2014-05-02T11:37:33.407Z;-57.367;-19.550;0.0;3.7;mb;"Ladario/MS";JRoberto;M
usp2014iixi;2014-04-29T17:09:53.771Z;-59.777;-14.972;0.0;2.4;mR;"Vila Bela da Santissima Trindade/MT";JRoberto;M
usp2014iiwa;2014-04-29T16:30:32.0Z;-60.605;2.634;0.0;1.4;MLv;"Canta/RR";JRoberto;M
usp2014iexv;2014-04-27T12:51:39.0Z;-36.556;-5.909;2.0;2.2;MLv;"Santana do Matos/RN";JRoberto;M
usp2014iexp;2014-04-27T12:45:09.0Z;-35.568;-5.907;2.0;1.8;MLv;"Sao Pedro/RN";JRoberto;M
usp2014hxzo;2014-04-23T17:47:00.0Z;-52.702;-16.000;0.0;1.7;MLv;"Torixoreu/MT";jroberto@vitoria;M
usp2014hxxn;2014-04-23T16:45:24.81Z;-59.952;-15.115;0.0;2.9;mR;"Vila Bela da Santissima Trindade/MT";JRoberto;M
usp2014hsjv;2014-04-20T16:09:44.730Z;-40.597;-2.967;0.0;2.3;mR;"Jijoca de Jericoacoara/CE";jroberto@vitoria;M
usp2014hmym;2014-04-17T16:44:48.931Z;-50.791;-17.188;0.0;2.2;mR;"Santo Antonio da Barra/GO";JRoberto;M
usp2014hmyd;2014-04-17T16:34:05.685Z;-54.879;-32.811;0.0;2.3;MLv;"Uruguay";JRoberto;M
usp2014hmxz;2014-04-17T16:30:22.119Z;-58.654;-14.917;0.0;2.5;mR;"Reserva do Cabacal/MT";JRoberto;M
usp2014hicw;2014-04-15T01:17:26.654Z;-45.386;-19.473;2.0;2.0;mR;"Martinho Campos/MG";JRoberto;M
usp2014hdwq;2014-04-12T17:36:12.700Z;-57.192;-12.480;0.0;2.6;mR;"Nova Maringa/MT";JRoberto;M
usp2014hcdq;2014-04-11T18:51:37.0Z;-43.733;-16.692;2.0;1.6;mR;"Montes Claros/MG";JRoberto;M
usp2014gyqn;2014-04-09T20:49:40.0Z;-48.530;-21.070;0.0;0.0;;"Taiacu/SP";JRoberto;M
usp2014gvwt;2014-04-08T08:33:52.47Z;-45.186;-24.521;0.0;1.8;mR;"Ilhabela/SP";JRoberto;M
usp2014gvlp;2014-04-08T02:55:23.688Z;-43.970;-16.768;2.0;2.9;mR;"Montes Claros/MG";JRoberto;M
usp2014guox;2014-04-07T15:27:34.557Z;-71.521;-8.287;578.6;5.2;mb;"Tarauaca/AC";JRoberto;M
usp2014gtbk;2014-04-06T19:31:04.551Z;-43.883;-16.681;2.0;3.4;mR;"Montes Claros/MG";JRoberto;M
usp2014gssb;2014-04-06T14:47:00.936Z;-43.890;-16.678;2.0;2.3;mR;"Montes Claros/MG";JRoberto;M
usp2014gspz;2014-04-06T13:43:50.0Z;-43.880;-16.700;0.0;2.3;MLv;"Montes Claros/MG";jroberto;M
usp2014gspv;2014-04-06T13:39:28.695Z;-43.983;-16.657;2.0;3.2;mR;"Montes Claros/MG";JRoberto;M
usp2014grbr;2014-04-05T17:22:03.891Z;-43.961;-20.259;0.0;2.1;mR;"Moeda/MG";jroberto;M
usp2014grbp;2014-04-05T17:19:41.278Z;-43.934;-20.265;0.0;2.0;mR;"Itabirito/MG";JRoberto;M
usp2014grbi;2014-04-05T17:11:55.711Z;-43.946;-20.253;0.0;2.2;mR;"Moeda/MG";JRoberto;M
usp2014grbh;2014-04-05T17:09:11.190Z;-43.925;-20.268;0.0;2.7;mR;"Itabirito/MG";JRoberto;M
usp2014grbg;2014-04-05T17:08:41.37Z;-43.917;-20.255;0.0;2.2;mR;"Itabirito/MG";JRoberto;M
usp2014gpfq;2014-04-04T17:05:51.225Z;-49.233;-13.699;0.0;2.8;mR;"Mutunopolis/GO";JRoberto;M
usp2014gpfl;2014-04-04T16:59:52.438Z;-49.243;-13.708;0.0;3.4;mR;"Mutunopolis/GO";JRoberto;M
usp2014gjre;2014-04-01T16:06:58.259Z;-43.729;-16.706;2.0;2.5;mR;"Montes Claros/MG";JRoberto;M
usp2014garj;2014-03-27T17:59:16.434Z;-74.009;-8.601;160.1;5.1;mb;"Marechal Thaumaturgo/AC";JRoberto;M
usp2014fzbz;2014-03-26T21:05:07.873Z;-61.890;-25.058;136.1;4.3;mb;"Northeastern Argentina";JRoberto;M
usp2014fmhx;2014-03-19T21:17:49.0Z;-48.535;-21.077;0.0;1.3;MLv;"Taiacu/SP";jroberto@vitoria;M
usp2014fhol;2014-03-17T06:55:29.165Z;-45.539;-24.563;0.0;2.2;mR;"Ilhabela/SP";JRoberto;M
usp2014eswr;2014-03-09T06:02:29.481Z;-41.966;-23.989;0.0;2.2;mR;"Arraial do Cabo/RJ";JRoberto;M
usp2014cxfl;2014-02-11T03:56:33.98Z;-43.825;-19.953;2.0;3.0;mR;"Raposos/MG";jroberto;M
usp2014ccus;2014-01-30T23:48:00.858Z;-49.810;-21.921;2.0;2.4;mR;"Guaimbe/SP";JRoberto;M
usp2014bnoo;2014-01-22T15:39:48.20Z;-51.825;-23.548;0.0;2.6;mR;"Marialva/PR";JRoberto;M
usp2014alxg;2014-01-07T12:14:00.103Z;-36.173;-5.520;0.0;2.6;mR;"Pedra Preta/RN";JRoberto;M
usp2014aiwr;2014-01-05T20:32:11.17Z;-36.123;-5.451;2.0;2.2;mR;"Pedra Preta/RN";jroberto;M
usp2013zkpr;2013-12-28T13:40:43.868Z;-60.201;-0.404;0.0;4.0;mR;"Rorainopolis/RR";jroberto;M
usp2013zhec;2013-12-26T16:25:22.848Z;-36.159;-5.544;2.0;2.3;mR;"Pedra Preta/RN";jroberto;M
usp2013xwop;2013-12-06T15:41:36.377Z;-36.129;-5.490;2.0;2.4;mR;"Pedra Preta/RN";jroberto;M
usp2013xteo;2013-12-04T19:12:28.483Z;-36.128;-5.465;0.0;2.2;mR;"Pedra Preta/RN";jroberto;M
usp2013xony;2013-12-02T06:16:40.414Z;-36.103;-5.411;0.0;3.1;mR;"Pedra Preta/RN";jroberto;M
usp2013xnyl;2013-12-01T22:29:51.216Z;-36.118;-5.416;0.0;2.1;mR;"Pedra Preta/RN";jroberto;M
usp2013xfjo;2013-11-27T05:50:06.123Z;-36.161;-5.504;0.0;3.2;mR;"Pedra Preta/RN";JRoberto;M
usp2013xcgw;2013-11-25T13:06:10.314Z;-40.462;-3.758;0.0;2.3;mR;"Coreau/CE";JRoberto;M
usp2013wjpg;2013-11-15T07:42:34.513Z;-36.129;-5.477;2.0;3.0;mR;"Pedra Preta/RN";jroberto;M
usp2013vrzw;2013-11-05T16:38:13.214Z;-36.150;-5.487;2.0;3.0;mR;"Pedra Preta/RN";jroberto;M
usp2013vrdt;2013-11-05T05:28:06.603Z;-36.120;-5.437;2.0;2.0;mR;"Pedra Preta/RN";jroberto;M
usp2013vrbc;2013-11-05T04:06:32.175Z;-36.144;-5.471;2.0;2.0;mR;"Pedra Preta/RN";jroberto;M
usp2013vnzc;2013-11-03T11:41:57.21Z;-36.140;-5.485;2.0;2.1;mR;"Pedra Preta/RN";jroberto;M
usp2013vnza;2013-11-03T11:39:56.297Z;-36.138;-5.482;2.0;2.4;mR;"Pedra Preta/RN";jroberto;M
usp2013vmta;2013-11-02T19:29:42.906Z;-36.130;-5.448;2.0;1.9;mR;"Pedra Preta/RN";jroberto;M
usp2013vmjh;2013-11-02T14:34:06.612Z;-36.142;-5.481;2.0;1.5;mR;"Pedra Preta/RN";jroberto;M
usp2013vmde;2013-11-02T11:28:51.585Z;-36.160;-5.578;2.0;1.8;mR;"Pedra Preta/RN";jroberto;M
usp2013vmbb;2013-11-02T10:25:34.287Z;-36.111;-5.436;2.0;2.1;mR;"Pedra Preta/RN";jroberto;M
usp2013vlct;2013-11-01T22:07:49.63Z;-36.116;-5.449;2.0;2.5;mR;"Pedra Preta/RN";jroberto;M
usp2013vkik;2013-11-01T11:51:17.305Z;-36.131;-5.443;2.0;2.8;mR;"Pedra Preta/RN";jroberto;M
usp2013vjnc;2013-11-01T01:05:14.259Z;-36.122;-5.441;2.0;2.0;mR;"Pedra Preta/RN";jroberto;M
usp2013vjiv;2013-10-31T22:56:10.947Z;-36.113;-5.287;0.0;2.6;mR;"Pedra Preta/RN";JRoberto;M
usp2013virg;2013-10-31T14:03:40.739Z;-53.184;-31.732;0.0;2.8;mR;"Pinheiro Machado/RS";JRoberto;M
usp2013vhdn;2013-10-30T17:58:56.262Z;-36.134;-5.461;0.0;2.1;mR;"Pedra Preta/RN";JRoberto;M
